1,[org.apache.commons.math3.complex.ComplexTest.testAbsNaN]
1,[org.apache.commons.math3.complex.ComplexTest.testAbsInfinite]
4,[org.apache.commons.math3.complex.ComplexTest.testAdd, org.apache.commons.math3.complex.ComplexTest.testConstructorNaN, org.apache.commons.math3.complex.ComplexTest.testAbs, org.apache.commons.math3.complex.ComplexTest.testConstructor]
